address,maxClaimable,price,currencyAddress
0x134282F8DB160dFef5cE03Fadecc951329Cdb029,1000000,0.0,0x0000000000000000000000000000000000001010
0xe4CC7F9209705093E50c90E500193c1eAb6980d8,1000000,0.0,0x0000000000000000000000000000000000001010
